Date,vibration_sigstats_ClearanceFactor,vibration_sigstats_CrestFactor,vibration_sigstats_ImpulseFactor,vibration_sigstats_Kurtosis,vibration_sigstats_RMS,vibration_sigstats_ShapeFactor,vibration_sigstats_Std,vibration_sigstats_SKMean,vibration_sigstats_SKStd,vibration_sigstats_SKKurt,vibration_ps_spec_BandPower
06-Apr-2013 22:12:09,8.62226726424971,5.7328480636525,7.26785966885205,3.35250529399059,2.21427784892992,1.26729396164642,2.20347663319607,0.0367786803898886,0.110848450116873,14.3479217957603,2.47512497530705
07-Apr-2013 22:11:31,8.91778340139192,5.91140776352501,7.51054156439258,3.43541056033247,2.24934854821015,1.27018988985282,2.23868463685922,0.0418044470974624,0.127638728104466,14.94828637864,2.54500868404967
08-Apr-2013 22:18:09,8.84493589497933,5.86073106512841,7.44790707354618,3.4399432414697,2.25324034432562,1.27051097689074,2.2429219402327,0.0434638470230439,0.1366305161605,14.6493278710444,2.55290989175717
09-Apr-2013 23:14:45,9.01747465666918,5.96585657116035,7.58956007597922,3.47657413398683,2.28046050928811,1.27185680175464,2.26947330375134,0.0455460448045483,0.14089956939188,14.8059332252634,2.61965802240775
10-Apr-2013 23:14:07,9.35944701814629,6.16919802647372,7.86896692257616,3.58510988813914,2.34974541986817,1.27520591381303,2.33680654159636,0.0498039299220586,0.151846361643653,13.1892860308141,2.78736550698872
11-Apr-2013 23:13:58,9.82231360167781,6.4557731103266,8.2522383933673,3.68107846822173,2.36450264572308,1.27783259065852,2.3522545186983,0.0517441883249221,0.163345037493051,13.0639299650215,2.82081488109685
12-Apr-2013 17:02:31,10.1602400274205,6.66096044704579,8.52909263740071,3.74125504719225,2.40744202495096,1.28027094092846,2.39475787880093,0.0556440097605537,0.173802446808457,13.1331629897425,2.93174560287748
13-Apr-2013 17:02:10,10.2980764488847,6.70742630301426,8.62823026097671,3.92625524060692,2.48229394826789,1.28624784916153,2.46956858935773,0.0686717061827373,0.200700877243617,12.6698203714873,3.10763810492134
14-Apr-2013 17:08:47,10.0610287624175,6.55967002032471,8.43168056017197,3.87107091751903,2.51041347785931,1.28491255761471,2.49778002706064,0.0658154043146024,0.182619270392042,12.767859088571,3.17269216719198
15-Apr-2013 22:55:24,10.1136470000705,6.58594940427896,8.47332974797134,3.92139295461783,2.44227415108,1.28619473082755,2.42772671040501,0.0704875433270001,0.195890915330579,12.553462994051,3.01409597495756
16-Apr-2013 23:01:59,9.81312321530299,6.40547976660352,8.22710757022924,3.83253591816662,2.37607218885512,1.28361239029593,2.36357310141159,0.0666577614711849,0.184544020932661,12.3007132063528,2.85318139713671
17-Apr-2013 23:01:20,9.99599450808819,6.48961477504491,8.36810556646685,3.98198725048785,2.37948970868026,1.28773173736643,2.36671916946901,0.077161668970698,0.20873980908208,12.1423425461592,2.86184972123277
18-Apr-2013 23:08:03,10.082889806281,6.53207401732037,8.4374387270357,4.0898936065168,2.31334012240844,1.2898501521731,2.30242219402638,0.0841591458912905,0.232376452626001,12.711745933662,2.69495941014108
19-Apr-2013 23:07:47,10.1717890899461,6.60935606792198,8.51991136325083,4.03067168019594,2.26621346498803,1.28724690714981,2.25571728457713,0.0797436089453455,0.23371621107042,13.3579083741963,2.57969761245223
20-Apr-2013 15:13:07,10.6663475618549,6.89526616104894,8.92218908374022,4.23467832787208,2.27488204286967,1.29252350654987,2.26460695626727,0.0916724756379417,0.269550505160646,12.8635161674508,2.59929810412256
21-Apr-2013 15:12:31,10.6823425137743,6.89040777182597,8.92865430118931,4.26084278699052,2.33780925442582,1.29454441874747,2.33126032211198,0.100405550589653,0.28290012189398,13.2161498317472,2.74484971878724
22-Apr-2013 15:19:08,11.0550398674395,7.11980331486687,9.23633868032663,4.33707236721215,2.3468252312543,1.29692408446794,2.34082500684924,0.111400117452747,0.307470875010286,13.5674946594642,2.76519502992021
23-Apr-2013 15:18:30,10.6100530238828,6.85468233422304,8.87072941919755,4.18962685894048,2.36189927561011,1.29403497417859,2.35612465443362,0.112904522695974,0.299975287705702,13.5831300492834,2.80187175726702
24-Apr-2013 21:55:14,10.6526608352261,6.82464542778446,8.88079050941324,4.30887038916058,2.51076920768122,1.30122221965232,2.50403433561135,0.119622644373139,0.30926469843172,12.8222093094026,3.21433870951744
25-Apr-2013 23:22:02,10.8834166105794,6.9178498634944,9.0526170783199,4.51873740328026,2.62900991920375,1.30787510020883,2.62116525733387,0.132474678104448,0.346242918397844,13.1437723940321,3.52721347112587
