Date,vibration_sigstats_ClearanceFactor,vibration_sigstats_ImpulseFactor,vibration_sigstats_Kurtosis,vibration_sigstats_ShapeFactor,vibration_sigstats_SKMean,vibration_sigstats_SKStd
05-Apr-2013 21:35:37,8.55783962577287,7.21802427263803,3.3085395694836,1.26545963929142,0.0341480491991835,0.103091782988835
06-Apr-2013 22:12:09,8.62226726424971,7.26785966885205,3.35250529399059,1.26729396164642,0.0367786803898886,0.110848450116873
07-Apr-2013 22:11:31,8.91778340139192,7.51054156439258,3.43541056033247,1.27018988985282,0.0418044470974624,0.127638728104466
08-Apr-2013 22:18:09,8.84493589497933,7.44790707354618,3.4399432414697,1.27051097689074,0.0434638470230439,0.1366305161605
09-Apr-2013 23:14:45,9.01747465666918,7.58956007597922,3.47657413398683,1.27185680175464,0.0455460448045483,0.14089956939188
10-Apr-2013 23:14:07,9.35944701814629,7.86896692257616,3.58510988813914,1.27520591381303,0.0498039299220586,0.151846361643653
11-Apr-2013 23:13:58,9.82231360167781,8.2522383933673,3.68107846822173,1.27783259065852,0.0517441883249221,0.163345037493051
12-Apr-2013 17:02:31,10.1602400274205,8.52909263740071,3.74125504719225,1.28027094092846,0.0556440097605537,0.173802446808457
13-Apr-2013 17:02:10,10.2980764488847,8.62823026097671,3.92625524060692,1.28624784916153,0.0686717061827373,0.200700877243617
14-Apr-2013 17:08:47,10.0610287624175,8.43168056017197,3.87107091751903,1.28491255761471,0.0658154043146024,0.182619270392042
15-Apr-2013 22:55:24,10.1136470000705,8.47332974797134,3.92139295461783,1.28619473082755,0.0704875433270001,0.195890915330579
16-Apr-2013 23:01:59,9.81312321530299,8.22710757022924,3.83253591816662,1.28361239029593,0.0666577614711849,0.184544020932661
17-Apr-2013 23:01:20,9.99599450808819,8.36810556646685,3.98198725048785,1.28773173736643,0.077161668970698,0.20873980908208
18-Apr-2013 23:08:03,10.082889806281,8.4374387270357,4.0898936065168,1.2898501521731,0.0841591458912905,0.232376452626001
19-Apr-2013 23:07:47,10.1717890899461,8.51991136325083,4.03067168019594,1.28724690714981,0.0797436089453455,0.23371621107042
20-Apr-2013 15:13:07,10.6663475618549,8.92218908374022,4.23467832787208,1.29252350654987,0.0916724756379417,0.269550505160646
21-Apr-2013 15:12:31,10.6823425137743,8.92865430118931,4.26084278699052,1.29454441874747,0.100405550589653,0.28290012189398
22-Apr-2013 15:19:08,11.0550398674395,9.23633868032663,4.33707236721215,1.29692408446794,0.111400117452747,0.307470875010286
23-Apr-2013 15:18:30,10.6100530238828,8.87072941919755,4.18962685894048,1.29403497417859,0.112904522695974,0.299975287705702
24-Apr-2013 21:55:14,10.6526608352261,8.88079050941324,4.30887038916058,1.30122221965232,0.119622644373139,0.30926469843172
25-Apr-2013 23:22:02,10.8834166105794,9.0526170783199,4.51873740328026,1.30787510020883,0.132474678104448,0.346242918397844
